STATION,STATION_NAME,DATE,TAVG,TMAX,TMIN,TOBS
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120101,-9999,52,20,22
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120102,-9999,35,17,20
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120103,-9999,52,20,36
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120104,-9999,56,25,27
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120105,-9999,58,27,35
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120106,-9999,67,34,37
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120107,-9999,46,22,23
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120108,-9999,37,13,13
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120109,-9999,38,12,18
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120110,-9999,50,18,27
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120111,-9999,57,21,22
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120112,-9999,24,2,22
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120113,-9999,44,19,36
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120114,-9999,44,25,32
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120115,-9999,57,27,38
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120116,-9999,54,23,23
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120117,-9999,32,8,10
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120118,-9999,30,9,23
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120119,-9999,53,23,48
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120120,-9999,63,38,44
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120121,-9999,53,33,35
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120122,-9999,66,32,39
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120123,-9999,43,22,23
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120124,-9999,50,22,32
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120125,-9999,33,21,24
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120126,-9999,61,24,38
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120127,-9999,56,35,37
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120128,-9999,38,17,18
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120129,-9999,46,17,39
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120130,-9999,52,32,36
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120131,-9999,59,27,28
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120201,-9999,51,26,28
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120202,-9999,55,26,30
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120205,-9999,32,7,9
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120206,-9999,34,9,12
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120207,-9999,36,12,20
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120208,-9999,26,7,9
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120209,-9999,40,6,25
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120210,-9999,45,16,24
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120211,-9999,40,9,9
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120212,-9999,21,6,9
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120213,-9999,30,6,23
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120214,-9999,43,19,20
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120215,-9999,45,18,22
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120216,-9999,36,15,16
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120217,-9999,47,16,19
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120218,-9999,41,16,16
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120219,-9999,46,14,23
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120220,-9999,52,23,26
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120221,-9999,38,22,27
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120222,-9999,50,26,42
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120223,-9999,61,26,27
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120224,-9999,32,9,16
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120225,-9999,38,15,21
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120226,-9999,62,21,21
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120227,-9999,44,18,24
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120228,-9999,47,24,27
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120229,-9999,45,26,30
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120301,-9999,56,26,32
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120302,-9999,56,19,21
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120303,-9999,32,18,26
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120304,-9999,45,26,44
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120305,-9999,60,31,38
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120306,-9999,66,34,39
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120307,-9999,70,29,29
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120308,-9999,31,24,25
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120309,-9999,46,25,27
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120310,-9999,61,26,37
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120311,-9999,66,35,38
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120312,-9999,62,38,46
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120313,-9999,67,37,40
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120314,-9999,72,37,39
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120315,-9999,72,39,41
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120316,-9999,71,40,41
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120317,-9999,74,39,45
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120318,-9999,74,44,50
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120319,-9999,67,32,35
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120320,-9999,49,29,30
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120321,-9999,48,24,25
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120322,-9999,60,25,37
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120323,-9999,64,34,36
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120324,-9999,76,35,41
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120325,-9999,71,38,40
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120326,-9999,69,39,50
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120327,-9999,76,40,41
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120328,-9999,74,38,44
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120329,-9999,69,43,44
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120330,-9999,73,43,45
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120331,-9999,81,44,51
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120401,-9999,81,43,51
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120402,-9999,81,45,45
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120404,-9999,50,32,49
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120405,-9999,60,37,38
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120406,-9999,73,37,46
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120407,-9999,73,30,34
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120408,-9999,73,30,37
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120409,-9999,70,36,37
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120410,-9999,66,37,42
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120411,-9999,76,42,49
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120412,-9999,66,44,46
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120413,-9999,63,38,40
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120414,-9999,62,35,37
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120415,-9999,60,37,40
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120416,-9999,49,35,39
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120417,-9999,57,33,36
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120418,-9999,67,36,41
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120419,-9999,72,41,44
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120420,-9999,63,40,41
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120421,-9999,67,41,54
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120422,-9999,74,43,44
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120423,-9999,74,43,49
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120424,-9999,80,48,54
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120425,-9999,82,47,50
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120426,-9999,79,50,56
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120427,-9999,78,51,53
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120428,-9999,74,52,54
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120429,-9999,61,34,40
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120430,-9999,62,39,40
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120501,-9999,76,40,54
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120502,-9999,76,44,48
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120503,-9999,78,46,50
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120504,-9999,80,49,54
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120505,-9999,87,47,50
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120506,-9999,83,43,47
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120507,-9999,61,41,42
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120508,-9999,49,41,44
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120509,-9999,63,40,44
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120510,-9999,76,44,54
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120511,-9999,80,43,44
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120512,-9999,47,40,42
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120513,-9999,55,41,47
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120514,-9999,58,39,40
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120515,-9999,75,40,48
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120516,-9999,80,48,59
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120517,-9999,81,53,56
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120518,-9999,78,55,57
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120519,-9999,84,50,51
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120520,-9999,55,43,45
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120521,-9999,74,44,55
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120522,-9999,84,55,60
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120523,-9999,90,57,60
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120524,-9999,65,46,46
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120525,-9999,67,46,52
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120526,-9999,70,48,50
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120527,-9999,88,49,55
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120528,-9999,88,44,47
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120529,-9999,74,42,50
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120530,-9999,78,47,49
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120531,-9999,79,43,47
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120601,-9999,73,47,58
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120602,-9999,81,52,58
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120603,-9999,75,51,57
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120604,-9999,88,57,61
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120605,-9999,89,60,62
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120606,-9999,83,61,63
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120607,-9999,81,51,59
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120608,-9999,77,57,60
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120609,-9999,90,60,70
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120610,-9999,94,52,53
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120611,-9999,73,46,48
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120612,-9999,76,48,56
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120613,-9999,84,50,57
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120614,-9999,89,55,58
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120615,-9999,83,58,60
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120616,-9999,82,60,60
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120617,-9999,79,59,63
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120618,-9999,93,63,68
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120619,-9999,98,61,64
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120620,-9999,93,56,59
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120621,-9999,83,56,58
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120622,-9999,84,58,61
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120623,-9999,98,61,66
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120624,-9999,99,62,63
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120625,-9999,97,63,64
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120626,-9999,100,63,69
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120627,-9999,99,66,69
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120628,-9999,94,62,65
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120629,-9999,91,63,67
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120630,-9999,94,63,70
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120701,-9999,91,64,68
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120702,-9999,96,65,66
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120703,-9999,93,65,67
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120704,-9999,92,60,64
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120705,-9999,92,64,69
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120706,-9999,95,61,65
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120707,-9999,85,61,62
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120708,-9999,78,62,63
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120709,-9999,74,62,62
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120710,-9999,78,59,60
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120711,-9999,82,58,61
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120712,-9999,86,58,63
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120713,-9999,89,61,63
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120714,-9999,92,63,65
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120715,-9999,94,65,68
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120716,-9999,94,59,61
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120717,-9999,91,59,63
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120718,-9999,87,59,63
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120719,-9999,93,63,68
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120720,-9999,95,63,68
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120721,-9999,97,63,69
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120722,-9999,97,63,70
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120723,-9999,92,62,65
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120724,-9999,94,62,66
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120725,-9999,92,64,65
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120726,-9999,84,59,61
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120727,-9999,89,60,62
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120728,-9999,90,62,66
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120729,-9999,87,65,66
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120730,-9999,90,62,67
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120731,-9999,85,64,67
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120801,-9999,91,65,68
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120802,-9999,91,61,62
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120803,-9999,91,60,60
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120804,-9999,94,57,57
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120805,-9999,81,57,63
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120806,-9999,92,63,70
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120807,-9999,93,66,70
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120808,-9999,90,57,57
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120809,-9999,92,56,57
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120810,-9999,89,56,64
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120811,-9999,89,64,74
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120812,-9999,85,55,57
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120813,-9999,83,57,62
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120814,-9999,76,55,55
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120815,-9999,92,55,61
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120816,-9999,91,53,53
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120817,-9999,76,50,52
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120818,-9999,81,52,60
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120819,-9999,78,53,57
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120820,-9999,81,55,60
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120821,-9999,80,53,53
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120822,-9999,86,53,66
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120823,-9999,85,61,61
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120824,-9999,78,59,60
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120825,-9999,84,55,62
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120826,-9999,79,56,60
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120827,-9999,90,59,61
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120828,-9999,94,61,62
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120829,-9999,91,62,67
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120830,-9999,93,62,63
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120831,-9999,93,54,56
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120901,-9999,91,56,60
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120902,-9999,93,60,62
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120903,-9999,88,59,60
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120904,-9999,87,58,58
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120905,-9999,89,58,58
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120906,-9999,85,54,58
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120907,-9999,88,53,54
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120908,-9999,71,46,47
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120909,-9999,77,46,48
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120910,-9999,87,46,58
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120911,-9999,90,58,62
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120912,-9999,85,50,50
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120913,-9999,58,50,52
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120914,-9999,68,43,44
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120915,-9999,75,44,48
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120916,-9999,85,48,52
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120917,-9999,85,52,52
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120918,-9999,64,44,44
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120919,-9999,76,44,50
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120920,-9999,79,49,54
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120921,-9999,79,50,50
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120922,-9999,76,44,45
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120923,-9999,75,45,48
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120924,-9999,85,48,59
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120925,-9999,77,47,47
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120926,-9999,65,47,53
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120927,-9999,65,48,52
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120928,-9999,63,45,45
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120929,-9999,70,45,46
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20120930,-9999,75,46,52
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121001,-9999,72,52,54
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121002,-9999,66,44,49
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121003,-9999,82,48,51
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121004,-9999,81,36,36
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121005,-9999,48,30,30
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121006,-9999,48,30,37
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121007,-9999,38,29,29
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121008,-9999,53,29,32
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121009,-9999,71,32,41
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121010,-9999,50,33,34
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121011,-9999,63,33,46
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121012,-9999,65,37,37
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121013,-9999,65,37,44
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121014,-9999,57,39,40
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121015,-9999,68,39,39
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121016,-9999,77,39,43
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121017,-9999,78,41,47
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121018,-9999,78,29,29
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121019,-9999,78,29,37
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121020,-9999,66,37,53
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121021,-9999,80,46,48
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121022,-9999,69,36,37
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121023,-9999,69,35,47
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121024,-9999,78,41,41
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121025,-9999,53,29,31
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121026,-9999,35,27,28
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121027,-9999,40,26,27
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121028,-9999,51,26,30
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121029,-9999,60,30,43
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121030,-9999,65,36,37
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121031,-9999,68,37,40
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121101,-9999,71,39,41
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121102,-9999,70,40,46
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121103,-9999,70,32,35
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121104,-9999,60,32,35
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121105,-9999,62,31,32
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121106,-9999,66,32,38
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121107,-9999,66,38,38
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121108,-9999,73,38,41
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121109,-9999,59,34,38
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121110,-9999,60,34,52
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121111,-9999,52,18,19
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121112,-9999,34,15,17
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121113,-9999,50,16,28
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121114,-9999,52,26,26
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121115,-9999,54,26,27
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121116,-9999,46,26,30
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121117,-9999,58,28,38
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121118,-9999,62,32,39
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121119,-9999,61,32,35
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121120,-9999,54,30,32
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121121,-9999,68,32,38
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121122,-9999,68,36,41
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121123,-9999,53,23,28
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121124,-9999,52,28,42
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121125,-9999,52,34,40
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121126,-9999,63,28,31
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121127,-9999,31,20,28
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121128,-9999,58,27,34
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121129,-9999,55,30,37
GHCND:USC00055402,MARSTON FILTER PLANT CO US,20121130,-9999,64,31,35
