STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,PRCP,Measurement Flag,Quality Flag,SNWD,Measurement Flag,Quality Flag,SNOW,Measurement Flag,Quality Flag
GHCND:US1CODN0159,DENVER 4.6 S CO US,1648.7,39.6614,-104.9555,20130418,0.19, , ,-9999, , ,-9999, , 
GHCND:US1CODN0159,DENVER 4.6 S CO US,1648.7,39.6614,-104.9555,20130419,0, , ,-9999, , ,0, , 
GHCND:US1CODN0159,DENVER 4.6 S CO US,1648.7,39.6614,-104.9555,20130422,0, , ,-9999, , ,0, , 
GHCND:US1CODN0159,DENVER 4.6 S CO US,1648.7,39.6614,-104.9555,20130423,0.41, , ,-9999, , ,3.9, , 
GHCND:US1CODN0159,DENVER 4.6 S CO US,1648.7,39.6614,-104.9555,20130424,0, , ,-9999, , ,0, , 
GHCND:US1CODN0159,DENVER 4.6 S CO US,1648.7,39.6614,-104.9555,20130425,0, , ,-9999, , ,0, , 
GHCND:US1CODN0159,DENVER 4.6 S CO US,1648.7,39.6614,-104.9555,20130429,0, , ,-9999, , ,0, , 
GHCND:US1CODN0159,DENVER 4.6 S CO US,1648.7,39.6614,-104.9555,20130430,0, , ,-9999, , ,0, , 
GHCND:US1CODN0159,DENVER 4.6 S CO US,1648.7,39.6614,-104.9555,20130502,0.56, , ,-9999, , ,4.5, , 
GHCND:US1CODN0159,DENVER 4.6 S CO US,1648.7,39.6614,-104.9555,20130503,0, , ,-9999, , ,0, , 
GHCND:US1CODN0159,DENVER 4.6 S CO US,1648.7,39.6614,-104.9555,20130506,0, , ,-9999, , ,0, , 
GHCND:US1CODN0159,DENVER 4.6 S CO US,1648.7,39.6614,-104.9555,20130507,0, , ,-9999, , ,0, , 
GHCND:US1CODN0159,DENVER 4.6 S CO US,1648.7,39.6614,-104.9555,20130508,0.04, , ,-9999, , ,-9999, , 
GHCND:US1CODN0159,DENVER 4.6 S CO US,1648.7,39.6614,-104.9555,20130509,0.52, , ,-9999, , ,-9999, , 
GHCND:US1CODN0159,DENVER 4.6 S CO US,1648.7,39.6614,-104.9555,20130523,0,T, ,-9999, , ,-9999, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150627,0, , ,-9999, , ,0, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150628,0, , ,-9999, , ,0, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150629,0, , ,-9999, , ,0, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150630,0, , ,-9999, , ,0, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150701,0,T, ,-9999, , ,-9999, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150702,0,T, ,-9999, , ,-9999, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150703,0.08, , ,-9999, , ,-9999, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150704,0, , ,-9999, , ,0, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150705,0.01, , ,-9999, , ,-9999, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150706,0.02, , ,-9999, , ,-9999, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150707,0.06, , ,-9999, , ,-9999, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150708,0.05, , ,-9999, , ,-9999, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150709,0.24, , ,-9999, , ,-9999, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150710,0.08, , ,-9999, , ,-9999, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150711,0.08, , ,-9999, , ,-9999, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150712,0,T, ,-9999, , ,-9999, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150713,0, , ,-9999, , ,0, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150714,0,T, ,-9999, , ,-9999, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150715,0.22, , ,-9999, , ,-9999, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150716,0.4, , ,-9999, , ,-9999, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150717,0, , ,-9999, , ,0, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150718,0, , ,-9999, , ,0, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150719,0.28, , ,-9999, , ,-9999, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150720,0, , ,-9999, , ,0, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150721,0,T, ,-9999, , ,-9999, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150722,0.06, , ,-9999, , ,-9999, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150723,0, , ,-9999, , ,0, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150724,0, , ,-9999, , ,0, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150725,0.01, , ,-9999, , ,-9999, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150726,0, , ,-9999, , ,0, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150727,0, , ,-9999, , ,0, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150728,0, , ,-9999, , ,0, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150729,0, , ,-9999, , ,0, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150730,0, , ,-9999, , ,0, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150731,0, , ,-9999, , ,0, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150801,0, , ,-9999, , ,0, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150802,0, , ,-9999, , ,0, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150803,0,T, ,-9999, , ,-9999, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150804,0,T, ,-9999, , ,-9999, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150805,0, , ,-9999, , ,0, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150806,0, , ,-9999, , ,0, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150807,0, , ,-9999, , ,0, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150808,0, , ,-9999, , ,0, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150809,0.03, , ,-9999, , ,-9999, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150810,0.09, , ,-9999, , ,-9999, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150811,0.13, , ,-9999, , ,-9999, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150812,0.02, , ,-9999, , ,-9999, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150813,0.07, , ,-9999, , ,-9999, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150814,0.01, , ,-9999, , ,-9999, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150815,0, , ,-9999, , ,0, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150816,0.09, , ,-9999, , ,-9999, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150817,0.04, , ,-9999, , ,-9999, , 
GHCND:US1CODN0236,DENVER 4.6 ENE CO US,1622.1,39.7527,-104.8824,20150818,0.02, , ,-9999, , ,-9999, , 
